age,month_application,date_application,employment_status,gender,loan_purpose,loan_amount_range,loan_amount
25,May,11/05/2019,FULL TIME,FEMALE,Car,"5,001 - 10,000",8000
25,February,23/02/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",2000
25,May,17/05/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",500
25,August,19/08/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",5000
25,September,17/09/2019,FULL TIME,FEMALE,Car,"5,001 - 10,000",10000
25,January,26/01/2019,FULL TIME,FEMALE,Home,"0 - 1,000",1000
25,October,18/10/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",600
25,July,06/07/2019,FULL TIME,FEMALE,Car,"0 - 1,000",600
25,February,05/02/2019,FULL TIME,Male,Car,"0 - 1,000",850
25,December,20/12/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",500
25,September,13/09/2019,UNEMPLOYED,Male,Car,"1,001 - 5,000",2000
25,June,18/06/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",500
25,November,25/11/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",180
25,June,18/06/2019,FULL TIME,Male,Car,"5,001 - 10,000",6900
25,November,01/11/2019,FULL TIME,Male,Car,"5,001 - 10,000",10000
25,February,15/02/2019,PART TIME,Male,Car,"10,001 - 15,000",13750
25,July,02/07/2019,PART TIME,Male,Car,"5,001 - 10,000",6500
25,September,03/09/2019,STUDENT,Male,Personal,"0 - 1,000",500
25,February,04/02/2019,FULL TIME,Male,Personal,"10,001 - 15,000",13000
25,October,04/10/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",500
25,August,07/08/2019,FULL TIME,Male,Car,"5,001 - 10,000",9000
25,March,05/03/2019,STUDENT,Male,Student,"1,001 - 5,000",3000
25,June,25/06/2019,FULL TIME,Male,Personal,"10,001 - 15,000",14000
25,July,26/07/2019,FULL TIME,Male,Car,"5,001 - 10,000",7000
25,July,10/07/2019,FULL TIME,Male,Car,"0 - 1,000",800
25,May,29/05/2019,FULL TIME,Male,Car,"1,001 - 5,000",2000
25,November,14/11/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2000
25,March,01/03/2019,FULL TIME,Male,Personal,"5,001 - 10,000",10000
25,October,21/10/2019,PART TIME,FEMALE,Personal,"0 - 1,000",500
25,April,16/04/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",3000
25,November,25/11/2019,FULL TIME,FEMALE,Car,"1,001 - 5,000",1200
25,December,12/12/2019,FULL TIME,FEMALE,Personal,"5,001 - 10,000",9000
25,January,17/01/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",200
25,May,11/05/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",330
25,August,29/08/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",250
25,December,13/12/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",250
25,June,21/06/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",1500
25,July,15/07/2019,FULL TIME,FEMALE,Car,"5,001 - 10,000",9000
25,January,17/01/2019,PART TIME,FEMALE,Personal,"5,001 - 10,000",7000
25,February,01/02/2019,PART TIME,FEMALE,Car,"1,001 - 5,000",2500
25,May,18/05/2019,FULL TIME,FEMALE,Car,"5,001 - 10,000",10000
25,June,18/06/2019,FULL TIME,Male,Agri,"15,001 - 25,000",20000
25,April,12/04/2019,UNEMPLOYED,FEMALE,Car,"1,001 - 5,000",2000
25,August,23/08/2019,UNEMPLOYED,FEMALE,Car,"0 - 1,000",1000
25,October,29/10/2019,FULL TIME,FEMALE,Car,"5,001 - 10,000",10000
25,May,15/05/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",1000
25,November,15/11/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",500
25,September,21/09/2019,STUDENT,Male,Personal,"1,001 - 5,000",3000
25,May,21/05/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",250
25,November,23/11/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",250
25,March,01/03/2019,FULL TIME,Male,Car,"5,001 - 10,000",5500
25,September,28/09/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2500
25,March,30/03/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",1830
25,November,14/11/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",780
25,November,29/11/2019,SOCIAL WELFARE,Male,Personal,"0 - 1,000",500
25,March,19/03/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",250
25,August,08/08/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",250
25,November,13/11/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",346
25,December,19/12/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",500
25,February,09/02/2019,FULL TIME,Male,Car,"5,001 - 10,000",7500
25,May,14/05/2019,FULL TIME,Male,Personal,"1,001 - 5,000",1800
25,June,26/06/2019,FULL TIME,Male,Car,"5,001 - 10,000",10000
26,July,04/07/2019,SOCIAL WELFARE,FEMALE,Home,"0 - 1,000",400
26,November,07/11/2019,SOCIAL WELFARE,FEMALE,Home,"0 - 1,000",1000
26,December,11/12/2019,SOCIAL WELFARE,FEMALE,Home,"0 - 1,000",400
26,March,16/03/2019,FULL TIME,FEMALE,Car,"1,001 - 5,000",3950
26,June,15/06/2019,UNEMPLOYED,FEMALE,Home,"1,001 - 5,000",2500
26,January,19/01/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",1000
26,January,09/01/2019,FULL TIME,Male,Car,"1,001 - 5,000",2500
26,August,24/08/2019,FULL TIME,Male,Car,"0 - 1,000",500
26,December,02/12/2019,FULL TIME,Male,Personal,"0 - 1,000",1000
26,May,20/05/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2000
26,October,19/10/2019,FULL TIME,Male,Car,"5,001 - 10,000",5500
26,September,28/09/2019,FULL TIME,Male,Agri,"5,001 - 10,000",9000
26,December,23/12/2019,FULL TIME,Male,Car,"1,001 - 5,000",3500
26,September,13/09/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",1250
26,November,14/11/2019,FULL TIME,FEMALE,Home,"0 - 1,000",1000
26,March,06/03/2019,FULL TIME,FEMALE,Home,"25,001 - 50,000",40000
26,September,12/09/2019,HOMEMAKER,FEMALE,Personal,"0 - 1,000",350
26,November,21/11/2019,HOMEMAKER,FEMALE,Personal,"1,001 - 5,000",1200
26,March,29/03/2019,FULL TIME,FEMALE,Car,"5,001 - 10,000",7300
26,March,01/03/2019,FULL TIME,Male,Personal,"1,001 - 5,000",4000
26,November,11/11/2019,FULL TIME,Male,Personal,"1,001 - 5,000",3000
26,December,16/12/2019,FULL TIME,Male,Personal,"0 - 1,000",800
26,May,24/05/2019,FULL TIME,Male,Personal,"1,001 - 5,000",4000
26,August,23/08/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2000
26,December,16/12/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",500
26,November,29/11/2019,UNEMPLOYED,Male,Personal,"1,001 - 5,000",1500
26,November,23/11/2019,FULL TIME,Male,Personal,"0 - 1,000",700
26,October,05/10/2019,FULL TIME,Male,Personal,"1,001 - 5,000",3500
26,February,27/02/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",700
26,October,04/10/2019,UNEMPLOYED,FEMALE,Student,"1,001 - 5,000",5000
26,October,05/10/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",1500
26,February,23/02/2019,FULL TIME,Male,Personal,"1,001 - 5,000",1200
26,April,24/04/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",1000
26,May,29/05/2019,FULL TIME,FEMALE,Car,"1,001 - 5,000",2000
26,August,24/08/2019,FULL TIME,Male,Car,"1,001 - 5,000",3500
26,July,01/07/2019,FULL TIME,FEMALE,Student,"1,001 - 5,000",4000
26,November,14/11/2019,PART TIME,FEMALE,Personal,"1,001 - 5,000",2000
26,December,12/12/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",500
26,December,18/12/2019,FULL TIME,Male,Car,"10,001 - 15,000",15000
26,May,13/05/2019,SOCIAL WELFARE,Male,Home,"1,001 - 5,000",1500
26,April,24/04/2019,FULL TIME,Male,Personal,"0 - 1,000",600
26,June,18/06/2019,FULL TIME,Male,Personal,"0 - 1,000",600
26,October,01/10/2019,FULL TIME,Male,Personal,"0 - 1,000",600
26,December,16/12/2019,FULL TIME,Male,Personal,"0 - 1,000",350
26,February,19/02/2019,FULL TIME,Male,Car,"1,001 - 5,000",5000
26,April,09/04/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",250
26,September,11/09/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",250
26,February,22/02/2019,FULL TIME,Male,Personal,"1,001 - 5,000",5000
26,April,03/04/2019,FULL TIME,Male,Car,"0 - 1,000",600
26,July,06/07/2019,FULL TIME,Male,Personal,"0 - 1,000",500
26,October,24/10/2019,FULL TIME,Male,Personal,"0 - 1,000",500
26,May,14/05/2019,PART TIME,Male,Car,"1,001 - 5,000",3000
26,November,13/11/2019,PART TIME,Male,Car,"0 - 1,000",1000
26,June,05/06/2019,FULL TIME,Male,Personal,"1,001 - 5,000",1300
26,May,31/05/2019,FULL TIME,Male,Car,"0 - 1,000",1000
26,September,09/09/2019,FULL TIME,Male,Student,"1,001 - 5,000",3000
26,November,26/11/2019,FULL TIME,Male,Car,"1,001 - 5,000",3500
26,April,13/04/2019,FULL TIME,Male,Personal,"1,001 - 5,000",5000
26,June,10/06/2019,FULL TIME,Male,Car,"10,001 - 15,000",14000
26,May,01/05/2019,FULL TIME,Male,Personal,"0 - 1,000",1000
26,November,09/11/2019,FULL TIME,Male,Car,"15,001 - 25,000",20250
26,October,11/10/2019,SOCIAL WELFARE,Male,Personal,"1,001 - 5,000",2000
26,December,21/12/2019,SOCIAL WELFARE,Male,Personal,"0 - 1,000",500
26,December,17/12/2019,FULL TIME,FEMALE,Home,"50,001 - 100,000",70000
26,August,12/08/2019,FULL TIME,FEMALE,Student,"5,001 - 10,000",6000
26,February,23/02/2019,FULL TIME,FEMALE,Car,"10,001 - 15,000",12522
26,September,14/09/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",317.45
26,March,14/03/2019,FULL TIME,FEMALE,Student,"1,001 - 5,000",3000
26,June,26/06/2019,PART TIME,FEMALE,Car,"0 - 1,000",700
26,October,21/10/2019,PART TIME,FEMALE,Personal,"1,001 - 5,000",2500
26,April,02/04/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",5000
26,September,18/09/2019,FULL TIME,Male,Agri,"1,001 - 5,000",4500
26,October,25/10/2019,PART TIME,FEMALE,Car,"5,001 - 10,000",6000
26,April,04/04/2019,FULL TIME,Male,Home,"1,001 - 5,000",5000
26,September,11/09/2019,FULL TIME,Male,Home,"1,001 - 5,000",2500
26,July,26/07/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",500
26,March,25/03/2019,PART TIME,Male,Home,"0 - 1,000",600
26,February,01/02/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",2000
26,December,14/12/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",500
27,May,31/05/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",3000
27,February,01/02/2019,FULL TIME,Male,Student,"0 - 1,000",1000
27,August,07/08/2019,FULL TIME,Male,Student,"1,001 - 5,000",3090
27,November,08/11/2019,FULL TIME,Male,Student,"1,001 - 5,000",1500
27,December,19/12/2019,FULL TIME,Male,Personal,"1,001 - 5,000",3250
27,October,19/10/2019,FULL TIME,Male,Car,"10,001 - 15,000",13000
27,May,29/05/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2000
27,January,29/01/2019,FULL TIME,Male,Car,"5,001 - 10,000",10000
27,February,23/02/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2000
27,August,09/08/2019,FULL TIME,Male,Personal,"0 - 1,000",350
27,October,12/10/2019,FULL TIME,Male,Car,"5,001 - 10,000",6000
27,August,30/08/2019,FULL TIME,Male,Personal,"1,001 - 5,000",1795
27,October,24/10/2019,FULL TIME,Male,Personal,"0 - 1,000",1000
27,August,03/08/2019,FULL TIME,Male,Car,"1,001 - 5,000",1600
27,June,10/06/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",270
27,December,13/12/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",250
27,November,11/11/2019,FULL TIME,Male,Home,"5,001 - 10,000",8500
27,May,09/05/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",800
27,December,14/12/2019,FULL TIME,Male,Car,"1,001 - 5,000",3500
27,August,31/08/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",500
27,April,03/04/2019,FULL TIME,Male,Car,"10,001 - 15,000",13000
27,April,30/04/2019,FULL TIME,FEMALE,Car,"1,001 - 5,000",1500
27,November,01/11/2019,FULL TIME,FEMALE,Car,"0 - 1,000",1000
27,March,01/03/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",300
27,April,18/04/2019,UNEMPLOYED,Male,Car,"1,001 - 5,000",2000
27,March,04/03/2019,FULL TIME,Male,Personal,"1,001 - 5,000",1200
27,December,14/12/2019,FULL TIME,Male,Home,"0 - 1,000",400
27,November,11/11/2019,FULL TIME,Male,Home,"1,001 - 5,000",2700
27,April,23/04/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",500
27,December,06/12/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",315
27,August,01/08/2019,FULL TIME,FEMALE,Car,"5,001 - 10,000",7000
27,January,08/01/2019,FULL TIME,Male,Personal,"10,001 - 15,000",15000
27,January,25/01/2019,PART TIME,Male,Personal,"1,001 - 5,000",3500
27,January,18/01/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",286
27,October,23/10/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",365
27,August,31/08/2019,FULL TIME,FEMALE,Car,"5,001 - 10,000",10000
27,June,19/06/2019,FULL TIME,FEMALE,Car,"10,001 - 15,000",14000
27,January,03/01/2019,PART TIME,FEMALE,Personal,"1,001 - 5,000",4000
27,July,31/07/2019,PART TIME,FEMALE,Personal,"1,001 - 5,000",2600
27,March,12/03/2019,FULL TIME,FEMALE,Student,"0 - 1,000",1000
27,January,23/01/2019,PART TIME,FEMALE,Personal,"1,001 - 5,000",2000
27,November,20/11/2019,PART TIME,FEMALE,Personal,"0 - 1,000",0
27,March,16/03/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",500
27,October,04/10/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",1000
27,April,05/04/2019,PART TIME,FEMALE,Car,"1,001 - 5,000",5000
27,October,11/10/2019,FULL TIME,Male,Car,"0 - 1,000",1000
27,November,30/11/2019,FULL TIME,Male,Car,"10,001 - 15,000",13500
27,June,04/06/2019,FULL TIME,Male,Agri,"5,001 - 10,000",10000
27,January,22/01/2019,FULL TIME,Male,Home,"0 - 1,000",500
27,February,18/02/2019,FULL TIME,Male,Home,"0 - 1,000",600
27,May,23/05/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2000
27,June,28/06/2019,FULL TIME,Male,Personal,"1,001 - 5,000",1500
27,July,22/07/2019,FULL TIME,Male,Personal,"0 - 1,000",800
27,October,12/10/2019,FULL TIME,Male,Car,"10,001 - 15,000",14000
27,July,25/07/2019,FULL TIME,Male,Personal,"5,001 - 10,000",6000
27,October,09/10/2019,FULL TIME,Male,Personal,"0 - 1,000",0
27,July,05/07/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",300
27,July,02/07/2019,FULL TIME,Male,Personal,"5,001 - 10,000",8000
27,January,04/01/2019,FULL TIME,Male,Car,"1,001 - 5,000",1200
27,May,02/05/2019,FULL TIME,Male,Home,"0 - 1,000",1000
27,August,24/08/2019,FULL TIME,Male,Car,"1,001 - 5,000",4500
27,October,09/10/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",459
27,November,13/11/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",700
27,July,22/07/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",1000
27,December,13/12/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",700
27,August,08/08/2019,FULL TIME,FEMALE,Student,"1,001 - 5,000",3500
27,July,30/07/2019,FULL TIME,FEMALE,Car,"5,001 - 10,000",6700
27,August,15/08/2019,FULL TIME,FEMALE,Car,"5,001 - 10,000",8000
27,June,20/06/2019,STUDENT,FEMALE,Student,"1,001 - 5,000",4500
27,May,02/05/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",250
27,September,06/09/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",250
27,February,23/02/2019,FULL TIME,Male,Car,"1,001 - 5,000",1250
27,February,15/02/2019,FULL TIME,Male,Car,"15,001 - 25,000",20000
27,May,03/05/2019,FULL TIME,Male,Car,"10,001 - 15,000",12000
27,August,12/08/2019,FULL TIME,Male,Home,"0 - 1,000",500
27,November,18/11/2019,FULL TIME,Male,Personal,"0 - 1,000",700
27,April,02/04/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",2800
27,January,21/01/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",350
27,August,07/08/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",275
27,November,08/11/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",250.34
27,March,16/03/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2500
27,October,05/10/2019,FULL TIME,Male,Car,"5,001 - 10,000",10000
27,March,05/03/2019,FULL TIME,FEMALE,Car,"5,001 - 10,000",9000
27,June,13/06/2019,UNEMPLOYED,FEMALE,Car,"1,001 - 5,000",1500
27,August,22/08/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",340
27,December,12/12/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",1500
27,September,18/09/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",1000
27,September,05/09/2019,HOMEMAKER,FEMALE,Home,"1,001 - 5,000",1200
27,December,06/12/2019,HOMEMAKER,FEMALE,Personal,"0 - 1,000",500
28,September,09/09/2019,FULL TIME,FEMALE,Car,"1,001 - 5,000",3000
28,April,12/04/2019,FULL TIME,FEMALE,Home,"0 - 1,000",500
28,October,29/10/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",2500
28,March,07/03/2019,FULL TIME,FEMALE,Personal,"5,001 - 10,000",6000
28,March,02/03/2019,FULL TIME,FEMALE,Personal,"10,001 - 15,000",11000
28,August,22/08/2019,FULL TIME,FEMALE,Car,"5,001 - 10,000",7715
28,August,02/08/2019,FULL TIME,Male,Car,"5,001 - 10,000",6000
28,October,22/10/2019,FULL TIME,Male,Agri,"50,001 - 100,000",60000
28,January,19/01/2019,FULL TIME,Male,Personal,"0 - 1,000",1000
28,June,13/06/2019,FULL TIME,Male,Personal,"0 - 1,000",500
28,December,16/12/2019,FULL TIME,Male,Personal,"0 - 1,000",300
28,September,13/09/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",800
28,May,10/05/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",500
28,July,12/07/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",280
28,September,14/09/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",200
28,November,04/11/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",300
28,August,28/08/2019,FULL TIME,Male,Car,"15,001 - 25,000",18000
28,August,13/08/2019,FULL TIME,Male,Home,"1,001 - 5,000",1500
28,August,30/08/2019,FULL TIME,Male,Home,"1,001 - 5,000",1500
28,December,06/12/2019,FULL TIME,Male,Personal,"0 - 1,000",600
28,March,11/03/2019,FULL TIME,Male,Personal,"0 - 1,000",800
28,April,23/04/2019,FULL TIME,Male,Personal,"5,001 - 10,000",10000
28,July,25/07/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",290
28,March,12/03/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",400
28,November,27/11/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",500
28,May,16/05/2019,FULL TIME,FEMALE,Car,"1,001 - 5,000",1500
28,November,21/11/2019,FULL TIME,FEMALE,Car,"10,001 - 15,000",12500
28,July,22/07/2019,FULL TIME,FEMALE,Car,"0 - 1,000",1000
28,October,03/10/2019,FULL TIME,Male,Car,"5,001 - 10,000",6000
28,June,21/06/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",250
28,December,12/12/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",250
28,February,19/02/2019,PART TIME,FEMALE,Personal,"0 - 1,000",1000
28,May,02/05/2019,PART TIME,FEMALE,Personal,"1,001 - 5,000",1500
28,June,24/06/2019,PART TIME,FEMALE,Personal,"0 - 1,000",500
28,August,07/08/2019,PART TIME,FEMALE,Personal,"0 - 1,000",600
28,September,02/09/2019,PART TIME,FEMALE,Personal,"0 - 1,000",800
28,May,24/05/2019,FULL TIME,FEMALE,Car,"0 - 1,000",700
28,June,21/06/2019,FULL TIME,FEMALE,Personal,"5,001 - 10,000",10000
28,April,26/04/2019,FULL TIME,FEMALE,Home,"0 - 1,000",500
28,November,19/11/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",1500
28,January,19/01/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2100
28,September,20/09/2019,FULL TIME,FEMALE,Home,"0 - 1,000",1000
28,April,29/04/2019,FULL TIME,Male,Personal,"0 - 1,000",400
28,June,24/06/2019,FULL TIME,Male,Personal,"0 - 1,000",350
28,July,05/07/2019,FULL TIME,Male,Personal,"0 - 1,000",300
28,August,26/08/2019,FULL TIME,Male,Personal,"0 - 1,000",400
28,November,27/11/2019,FULL TIME,Male,Personal,"0 - 1,000",400
28,November,12/11/2019,FULL TIME,Male,Car,"0 - 1,000",600
28,March,28/03/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",500
28,September,27/09/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",250
28,May,24/05/2019,PART TIME,FEMALE,Car,"1,001 - 5,000",5000
28,August,28/08/2019,FULL TIME,FEMALE,Car,"5,001 - 10,000",7900
28,April,04/04/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",2000
28,May,27/05/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",1200
28,March,25/03/2019,STUDENT,FEMALE,Student,"5,001 - 10,000",5500
28,August,31/08/2019,STUDENT,FEMALE,Student,"5,001 - 10,000",8000
28,April,23/04/2019,PART TIME,FEMALE,Car,"5,001 - 10,000",8000
28,December,19/12/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",500
28,January,15/01/2019,FULL TIME,Male,Personal,"1,001 - 5,000",4000
28,March,27/03/2019,FULL TIME,Male,Personal,"0 - 1,000",420
28,July,08/07/2019,FULL TIME,Male,Personal,"0 - 1,000",390
28,April,17/04/2019,FULL TIME,Male,Personal,"0 - 1,000",460
28,September,05/09/2019,FULL TIME,Male,Car,"5,001 - 10,000",9500
28,December,13/12/2019,FULL TIME,Male,Personal,"1,001 - 5,000",4000
28,February,04/02/2019,STUDENT,Male,Personal,"0 - 1,000",500
28,June,08/06/2019,FULL TIME,Male,Personal,"1,001 - 5,000",4000
28,September,26/09/2019,STUDENT,Male,Student,"1,001 - 5,000",2000
28,April,05/04/2019,PART TIME,Male,Personal,"1,001 - 5,000",1200
28,March,04/03/2019,FULL TIME,Male,Personal,"1,001 - 5,000",4000
28,July,01/07/2019,FULL TIME,Male,Car,"5,001 - 10,000",5950
28,November,19/11/2019,FULL TIME,Male,Personal,"1,001 - 5,000",3500
28,January,18/01/2019,STUDENT,Male,Student,"0 - 1,000",1000
28,June,15/06/2019,FULL TIME,FEMALE,Car,"5,001 - 10,000",5500
28,September,12/09/2019,FULL TIME,FEMALE,Car,"5,001 - 10,000",10000
28,December,06/12/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",1000
28,July,16/07/2019,PART TIME,FEMALE,Student,"5,001 - 10,000",7000
28,March,22/03/2019,FULL TIME,FEMALE,Car,"1,001 - 5,000",5000
28,January,10/01/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",250
28,July,17/07/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",250
28,July,30/07/2019,PART TIME,FEMALE,Personal,"0 - 1,000",1000
28,April,16/04/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",250
28,November,14/11/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",250
28,April,04/04/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",250
28,November,13/11/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",305
28,April,11/04/2019,FULL TIME,FEMALE,Car,"1,001 - 5,000",3200
28,August,17/08/2019,FULL TIME,FEMALE,Car,"1,001 - 5,000",2000
28,April,10/04/2019,PART TIME,FEMALE,Personal,"1,001 - 5,000",1500
28,June,20/06/2019,PART TIME,FEMALE,Car,"1,001 - 5,000",1500
28,July,27/07/2019,PART TIME,FEMALE,Personal,"1,001 - 5,000",1200
28,August,01/08/2019,FULL TIME,Male,Car,"0 - 1,000",650
28,December,30/12/2019,FULL TIME,Male,Car,"1,001 - 5,000",3600
29,July,06/07/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2000
29,December,21/12/2019,FULL TIME,Male,Personal,"0 - 1,000",1000
29,May,02/05/2019,FULL TIME,Male,Personal,"0 - 1,000",250
29,September,19/09/2019,FULL TIME,Male,Personal,"0 - 1,000",500
29,December,13/12/2019,FULL TIME,Male,Personal,"0 - 1,000",250
29,March,08/03/2019,FULL TIME,Male,Car,"0 - 1,000",500
29,May,16/05/2019,FULL TIME,Male,Car,"1,001 - 5,000",1200
29,September,06/09/2019,FULL TIME,Male,Car,"0 - 1,000",1000
29,November,30/11/2019,FULL TIME,Male,Home,"0 - 1,000",300
29,October,26/10/2019,FULL TIME,FEMALE,Car,"5,001 - 10,000",8000
29,November,19/11/2019,FULL TIME,Male,Home,"25,001 - 50,000",50000
29,April,02/04/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",4000
29,June,27/06/2019,PART TIME,FEMALE,Personal,"1,001 - 5,000",3500
29,October,17/10/2019,PART TIME,FEMALE,Car,"1,001 - 5,000",1750
29,December,12/12/2019,FULL TIME,Male,Personal,"0 - 1,000",500
29,April,05/04/2019,FULL TIME,Male,Personal,"5,001 - 10,000",10000
29,June,01/06/2019,FULL TIME,Male,Car,"5,001 - 10,000",10000
29,July,26/07/2019,FULL TIME,FEMALE,Car,"1,001 - 5,000",3000
29,May,24/05/2019,PART TIME,FEMALE,Personal,"1,001 - 5,000",1500
29,October,03/10/2019,PART TIME,FEMALE,Personal,"0 - 1,000",1000
29,November,14/11/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",1000
29,September,25/09/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2900
29,July,03/07/2019,FULL TIME,Male,Home,"1,001 - 5,000",3000
29,November,21/11/2019,FULL TIME,Male,Car,"0 - 1,000",1000
29,December,03/12/2019,FULL TIME,Male,Personal,"0 - 1,000",500
29,February,04/02/2019,FULL TIME,FEMALE,Personal,"10,001 - 15,000",14000
29,July,05/07/2019,FULL TIME,FEMALE,Home,"25,001 - 50,000",30000
